doi,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published
10.1200/jco.2016.67.6684,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2017-11-10,True,True,True
10.1002/acr.20384,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2011-01-01,True,True,False
10.1111/jsm.12731,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-01-01,True,True,False
10.1007/s00464-014-3711-7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-08-15,True,True,False
10.1056/nejmoa1213917,response,True,['Institutional Repository'],True,['publishedVersion'],False,False,True,[{'type': 'Other (non-commercial)'}],journal,6.0,2014-03-01,True,False,True
10.1038/s41598-018-25554-x,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1097/ajp.0b013e318251026c,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2014-03-01,True,True,False
10.1016/s0140-6736(12)61964-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2013-07-31,True,True,False
10.1177/0300060517701355,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY-NC'}],Journal,0.0,,True,False,True
10.2967/jnumed.115.169987,no_best_permission,,,,,,,,,,,,,,
10.1007/s12288-011-0103-1,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2012-08-18,True,True,False
10.1159/000440726,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-01-01,True,True,False
10.1007/s00520-015-2843-1,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-02-01,True,True,False
10.1093/eurheartj/ehu523,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2016-05-02,True,True,False
10.1182/blood-2013-05-503847,response,True,['Institutional Repository'],True,"['publishedVersion', 'acceptedVersion']",False,True,True,[],journal,12.0,2014-08-29,True,True,True
10.1007/s10549-019-05280-2,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2020-08-01,True,True,False
10.1111/epi.12926,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-03-01,True,True,False
10.17796/1053-4628-40.4.328,no_best_permission,,,,,,,,,,,,,,
10.1111/jcpp.12640,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2017-09-28,True,True,False
10.1111/bcp.12664,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-07-14,True,True,False
10.1186/s12876-014-0197-7,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1002/ccd.26216,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2017-07-01,True,True,False
10.1016/j.jacc.2015.09.088,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-12-01,True,True,False
10.1080/09638288.2016.1242174,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2017-10-28,True,True,False
10.1080/20008198.2019.1577092,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1111/vox.12247,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-07-01,True,True,False
10.1016/j.jcf.2013.06.001,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2015-01-01,True,True,False
10.1177/2047487313493227,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1371/journal.pone.0151316,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/j.ejvs.2017.11.024,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2019-02-01,True,True,False
10.1038/bjc.2013.826,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-sa'}],article,,,,,
10.1016/j.ejca.2018.02.008,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2019-05-01,True,True,False
10.1007/s00784-017-2200-5,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2018-09-13,True,True,False
10.1038/bjc.2013.409,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-sa'}],article,,,,,
10.1002/mds.27093,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2018-10-01,True,True,False
10.1016/s0140-6736(18)30726-8,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2018-12-01,True,True,False
10.1017/s0007114515002950,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1016/j.leukres.2013.04.025,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-09-01,True,True,False
10.1002/jor.23215,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2018-01-01,True,True,False
10.1016/s0140-6736(12)61765-6,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2013-08-31,True,True,False
10.1007/s12028-016-0284-4,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-10-01,True,True,False
10.1186/s13014-016-0654-2,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1371/journal.pone.0137824,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.3389/fphar.2019.00838,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1007/s00262-016-1944-0,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-12-22,True,True,False
10.1016/j.jgo.2017.04.002,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2018-07-01,True,True,False
10.1024/0301-1526/a000812,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,,,,,
10.1186/s12891-017-1910-9,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.3238/arztebl.2017.0087,no_best_permission,,,,,,,,,,,,,,
10.1097/aln.0000000000001322,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],journal,12.0,2017-11-01,True,True,False
10.1371/journal.pone.0090828,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.3109/15622975.2012.708438,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2013-08-22,True,True,False
10.1007/s00520-018-4478-5,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2019-10-04,True,True,False
10.1159/000445355,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-01-01,True,True,False
10.1007/s00701-011-1144-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2012-09-10,True,True,False
10.2337/db09-1630,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1080/02640414.2014.975736,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2016-05-28,True,True,False
10.1016/j.jvs.2013.10.069,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1056/nejmoa1110823,response,True,['Institutional Repository'],True,['publishedVersion'],False,False,True,[{'type': 'Other (non-commercial)'}],journal,6.0,2013-02-16,True,False,True
10.1001/jama.2016.3964,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2016-10-26,True,False,False
10.1055/s-0036-1572255,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,12.0,2017-02-09,True,True,False
10.1016/j.sleep.2019.03.024,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2020-09-01,True,True,False
10.1093/eurheartj/ehs456,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2014-04-07,True,True,False
10.1183/09031936.00011313,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,12.0,2015-01-01,True,True,False
10.1007/s00268-010-0933-2,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2011-12-29,True,True,False
10.1111/bjh.12361,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2014-07-01,True,True,False
10.1371/journal.pone.0023494,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/s2213-2600(14)70153-5,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2015-03-01,True,True,False
10.1186/s13014-018-1157-0,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1200/jco.2011.37.9743,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2013-07-10,True,True,True
10.1139/apnm-2016-0390,no_best_permission,,,,,,,,,,,,,,
10.1200/jco.2019.37.15_suppl.8037,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2020-05-20,True,True,True
10.3238/arztebl.2018.0785,no_best_permission,,,,,,,,,,,,,,
10.1007/s00394-015-1084-x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-10-20,True,True,False
10.1097/hjh.0b013e328344db3a,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2012-05-01,True,True,False
10.1016/s0140-6736(12)60689-8,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2013-04-01,True,True,False
10.1200/jco.2012.48.5680,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2014-07-20,True,True,True
10.1055/s-0034-1383653,no_best_permission,,,,,,,,,,,,,,
10.1016/j.ahj.2012.02.006,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2013-05-01,True,True,False
