doi,color_green_only,color,issn,journal,publisher,publication_date_unpaywall
10.1111/vox.12247,closed,closed,0042-9007,Vox Sanguinis,Wiley,2015-03-06
10.1055/s-0031-1281862,closed,closed,"0023-2165,1439-3999",Klinische Monatsblätter für Augenheilkunde,Georg Thieme Verlag KG,2011-12-21
10.1055/s-0034-1387779,closed,closed,"0034-3536,1439-1309",Die Rehabilitation,Georg Thieme Verlag KG,2015-02-23
10.2196/jmir.3904,gold,gold,1438-8871,Journal of Medical Internet Research,JMIR Publications Inc.,2015-03-03
10.1111/sms.12852,closed,closed,0905-7188,Scandinavian Journal of Medicine &amp; Science in Sports,Wiley,2017-04-06
10.1055/s-0034-1375658,closed,closed,"0935-8943,1438-8685",Laryngo-Rhino-Otologie,Georg Thieme Verlag KG,2014-07-07
10.1111/jcpe.12489,closed,closed,0303-6979,Journal of Clinical Periodontology,Wiley,2016-01-01
10.3389/fnagi.2013.00005,gold,gold,1663-4365,Frontiers in Aging Neuroscience,Frontiers Media SA,2013-01-01
10.1200/jco.2013.49.0771,closed,closed,"0732-183X,1527-7755",Journal of Clinical Oncology,American Society of Clinical Oncology (ASCO),2013-12-10
10.1017/s0007114514001482,bronze,bronze,"0007-1145,1475-2662",British Journal of Nutrition,Cambridge University Press (CUP),2014-08-04
10.1038/nm.2883,bronze,bronze,"1078-8956,1546-170X",Nature Medicine,Springer Science and Business Media LLC,2012-07-29
10.1016/j.ctim.2015.07.008,closed,closed,0965-2299,Complementary Therapies in Medicine,Elsevier BV,2015-10-01
10.1007/s00455-015-9639-9,closed,closed,"0179-051X,1432-0460",Dysphagia,Springer Science and Business Media LLC,2015-07-24
10.1016/j.brs.2014.02.012,closed,closed,1935-861X,Brain Stimulation,Elsevier BV,2014-05-01
10.1213/ane.0b013e31829ec090,closed,closed,0003-2999,Anesthesia & Analgesia,Ovid Technologies (Wolters Kluwer Health),2013-09-01
10.1055/s-0032-1326270,closed,closed,"0013-726X,1438-8812",Endoscopy,Georg Thieme Verlag KG,2013-03-06
10.1016/j.pmn.2014.09.002,closed,closed,1524-9042,Pain Management Nursing,Elsevier BV,2015-08-01
10.1016/j.rmed.2012.10.001,bronze,bronze,0954-6111,Respiratory Medicine,Elsevier BV,2013-01-01
10.11607/ijp.4711,closed,closed,0893-2174,The International Journal of Prosthodontics,Quintessence Publishing,2016-07-01
10.1002/ptr.5649,closed,closed,0951-418X,Phytotherapy Research,Wiley,2016-06-10
10.1017/s0007114514000208,bronze,bronze,"0007-1145,1475-2662",British Journal of Nutrition,Cambridge University Press (CUP),2014-02-28
10.1007/s00394-015-1084-x,closed,closed,"1436-6207,1435-1293",European Journal of Nutrition,Springer Science and Business Media LLC,2015-10-20
10.1007/s10484-013-9238-1,closed,closed,"1090-0586,1573-3270",Applied Psychophysiology and Biofeedback,Springer Science and Business Media LLC,2013-11-22
10.1186/1471-2202-15-46,gold,gold,1471-2202,BMC Neuroscience,Springer Science and Business Media LLC,2014-04-02
10.3238/arztebl.2015.0103,green,green,1866-0452,Deutsches Aerzteblatt Online,Deutscher Arzte-Verlag GmbH,2015-02-13
10.2196/jmir.2643,gold,gold,1438-8871,Journal of Medical Internet Research,JMIR Publications Inc.,2013-08-14
10.1186/1471-2407-13-407,gold,gold,1471-2407,BMC Cancer,Springer Science and Business Media LLC,2013-09-04
10.1590/1678-775720150239,gold,gold,1678-7757,Journal of Applied Oral Science,FapUNIFESP (SciELO),2015-12-01
10.1002/dta.1830,closed,closed,1942-7603,Drug Testing and Analysis,Wiley,2015-06-21
10.13188/2377-9284.1000003,gold,gold,2377-9284,Journal of Obesity and Bariatrics,Avens Publishing Group,2014-01-01
10.2340/00015555-1415,gold,gold,0001-5555,Acta Dermato Venereologica,Medical Journals Sweden AB,2013-01-01
10.1177/1357633x16668436,closed,closed,"1357-633X,1758-1109",Journal of Telemedicine and Telecare,SAGE Publications,2016-09-07
10.1002/cpp.1968,closed,closed,1063-3995,Clinical Psychology &amp; Psychotherapy,Wiley,2016-09-01
10.1186/s12872-020-01551-9,gold,gold,1471-2261,BMC Cardiovascular Disorders,Springer Science and Business Media LLC,2020-06-05
10.1093/infdis/jiy565,hybrid,hybrid,"0022-1899,1537-6613",The Journal of Infectious Diseases,Oxford University Press (OUP),2018-11-17
10.1177/1087054718810797,closed,closed,"1087-0547,1557-1246",Journal of Attention Disorders,SAGE Publications,2018-11-17
10.1016/j.jad.2020.05.056,closed,closed,0165-0327,Journal of Affective Disorders,Elsevier BV,2020-09-01
10.1002/ijc.33349,hybrid,hybrid,"0020-7136,1097-0215",International Journal of Cancer,Wiley,2020-10-26
10.1016/s0016-5085(15)31431-1,closed,closed,0016-5085,Gastroenterology,Elsevier BV,2015-04-01
10.1016/j.jpsychires.2020.10.011,closed,closed,0022-3956,Journal of Psychiatric Research,Elsevier BV,2021-01-01
10.1007/s00262-019-02383-z,closed,closed,"0340-7004,1432-0851","Cancer Immunology, Immunotherapy",Springer Science and Business Media LLC,2019-09-01
10.1177/1932296818821105,bronze,green,"1932-2968,1932-2968",Journal of Diabetes Science and Technology,SAGE Publications,2018-12-14
10.1109/tbme.2018.2855661,closed,closed,"0018-9294,1558-2531",IEEE Transactions on Biomedical Engineering,Institute of Electrical and Electronics Engineers (IEEE),2019-03-01
10.3389/fnins.2019.00042,gold,gold,1662-453X,Frontiers in Neuroscience,Frontiers Media SA,2019-02-22
10.3389/fpsyg.2019.01191,gold,gold,1664-1078,Frontiers in Psychology,Frontiers Media SA,2019-06-18
10.1371/journal.pone.0227693,gold,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-01-23
10.3233/jad-191234,bronze,green,"1387-2877,1875-8908",Journal of Alzheimer's Disease,IOS Press,2020-05-05
10.1212/wnl.0000000000001230,closed,closed,"0028-3878,1526-632X",Neurology,Ovid Technologies (Wolters Kluwer Health),2015-01-09
10.1016/j.brs.2016.04.016,closed,closed,1935-861X,Brain Stimulation,Elsevier BV,2016-09-01
10.1016/j.neuroimage.2015.09.050,closed,closed,1053-8119,NeuroImage,Elsevier BV,2016-05-01
10.4049/jimmunol.2000108,bronze,bronze,"0022-1767,1550-6606",The Journal of Immunology,The American Association of Immunologists,2020-06-01
10.1186/s40608-016-0110-8,green,green,2052-9538,BMC Obesity,Springer Science and Business Media LLC,2016-06-10
10.1111/apt.14400,closed,closed,0269-2813,Alimentary Pharmacology &amp; Therapeutics,Wiley,2017-10-27
10.1016/j.wneu.2016.09.064,closed,closed,1878-8750,World Neurosurgery,Elsevier BV,2017-01-01
10.1016/j.euroneuro.2019.10.014,closed,closed,0924-977X,European Neuropsychopharmacology,Elsevier BV,2019-12-01
10.15496/publikation-9460,NA,NA,NA,NA,NA,NA
10.1007/s11739-020-02323-1,closed,closed,"1828-0447,1970-9366",Internal and Emergency Medicine,Springer Science and Business Media LLC,2020-04-04
10.1016/j.ejvs.2018.05.018,bronze,bronze,1078-5884,European Journal of Vascular and Endovascular Surgery,Elsevier BV,2018-09-01
10.1007/s40279-016-0505-1,closed,closed,"0112-1642,1179-2035",Sports Medicine,Springer Science and Business Media LLC,2016-03-03
10.1007/s00392-017-1099-9,closed,closed,"1861-0684,1861-0692",Clinical Research in Cardiology,Springer Science and Business Media LLC,2017-03-20
10.1200/jco.2017.35.15_suppl.2046,closed,closed,"0732-183X,1527-7755",Journal of Clinical Oncology,American Society of Clinical Oncology (ASCO),2017-05-20
10.1200/jco.2017.35.4_suppl.99,closed,closed,"0732-183X,1527-7755",Journal of Clinical Oncology,American Society of Clinical Oncology (ASCO),2017-02-01
10.1007/s00213-020-05691-w,hybrid,hybrid,"0033-3158,1432-2072",Psychopharmacology,Springer Science and Business Media LLC,2020-11-17
10.1016/j.jaci.2016.03.043,closed,closed,0091-6749,Journal of Allergy and Clinical Immunology,Elsevier BV,2016-09-01
10.2340/00015555-2780,gold,gold,0001-5555,Acta Dermato Venereologica,Medical Journals Sweden AB,2018-01-01
10.1371/journal.pone.0173872,gold,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-03-21
10.1200/jco.2018.36.15_suppl.e17553,closed,closed,"0732-183X,1527-7755",Journal of Clinical Oncology,American Society of Clinical Oncology (ASCO),2018-05-20
10.1093/brain/aww002,bronze,bronze,"0006-8950,1460-2156",Brain,Oxford University Press (OUP),2016-02-16
10.1016/j.ijrobp.2015.10.027,closed,closed,0360-3016,International Journal of Radiation Oncology*Biology*Physics,Elsevier BV,2016-02-01
10.1002/cam4.3092,green,green,"2045-7634,2045-7634",Cancer Medicine,Wiley,2020-04-30
10.1101/2020.02.23.20027029,hybrid,hybrid,NA,NA,Cold Spring Harbor Laboratory,2020-02-25
10.1007/s00062-016-0538-8,closed,closed,"1869-1439,1869-1447",Clinical Neuroradiology,Springer Science and Business Media LLC,2016-09-05
10.1177/0145445518796203,closed,closed,"0145-4455,1552-4167",Behavior Modification,SAGE Publications,2018-08-27
10.1177/0143034320958743,closed,closed,"0143-0343,1461-7374",School Psychology International,SAGE Publications,2020-09-21
10.3389/fpsyt.2020.576877,gold,gold,1664-0640,Frontiers in Psychiatry,Frontiers Media SA,2020-11-13
10.13140/rg.2.2.19672.85765,NA,NA,NA,NA,NA,NA
10.3851/imp3271,closed,closed,1359-6535,Antiviral Therapy,SAGE Publications,2018-01-01
10.1111/anae.14035,bronze,bronze,0003-2409,Anaesthesia,Wiley,2017-09-14
10.1186/s12871-020-01110-x,gold,gold,1471-2253,BMC Anesthesiology,Springer Science and Business Media LLC,2020-08-10
10.1038/nature21060,closed,closed,"0028-0836,1476-4687",Nature,Springer Science and Business Media LLC,2017-02-01
10.1089/dia.2016.0408,closed,closed,"1520-9156,1557-8593",Diabetes Technology & Therapeutics,Mary Ann Liebert Inc,2017-10-01
10.1530/eje-20-0181,bronze,bronze,"0804-4643,1479-683X",European Journal of Endocrinology,Bioscientifica,2020-08-01
10.1007/s40620-019-00631-0,closed,closed,"1121-8428,1724-6059",Journal of Nephrology,Springer Science and Business Media LLC,2019-08-10
10.1159/000448000,closed,closed,"1018-8665,1421-9832",Dermatology,S. Karger AG,2016-01-01
10.1002/ejhf.1053,bronze,bronze,1388-9842,European Journal of Heart Failure,Wiley,2018-01-04
10.1101/2020.06.12.20129189,green,green,NA,NA,Cold Spring Harbor Laboratory,2020-06-14
10.3390/cancers11030397,gold,gold,2072-6694,Cancers,MDPI AG,2019-03-21
10.1186/s12891-018-2103-x,gold,gold,1471-2474,BMC Musculoskeletal Disorders,Springer Science and Business Media LLC,2018-06-21
10.1016/j.jacc.2018.03.448,bronze,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2018-05-01
10.1097/eja.0000000000000852,green,green,0265-0215,European Journal of Anaesthesiology,Ovid Technologies (Wolters Kluwer Health),2018-08-01
10.1186/s12890-018-0645-1,gold,gold,1471-2466,BMC Pulmonary Medicine,Springer Science and Business Media LLC,2018-05-16
10.1186/s12931-018-0926-5,gold,gold,1465-993X,Respiratory Research,Springer Science and Business Media LLC,2018-11-21
10.1159/000430495,closed,closed,"1018-8665,1421-9832",Dermatology,S. Karger AG,2015-01-01
10.1186/s40001-017-0279-4,gold,gold,2047-783X,European Journal of Medical Research,Springer Science and Business Media LLC,2017-09-22
10.1186/s12871-019-0799-2,gold,gold,1471-2253,BMC Anesthesiology,Springer Science and Business Media LLC,2019-07-09
10.1038/s41386-018-0258-7,bronze,green,"0893-133X,1740-634X",Neuropsychopharmacology,Springer Science and Business Media LLC,2018-11-02
10.1007/s00101-015-0039-1,closed,closed,"0003-2417,1432-055X",Der Anaesthesist,Springer Science and Business Media LLC,2015-06-01
10.1016/j.bja.2017.11.015,bronze,green,0007-0912,British Journal of Anaesthesia,Elsevier BV,2018-01-01
10.1161/circulationaha.116.027011,bronze,green,"0009-7322,1524-4539",Circulation,Ovid Technologies (Wolters Kluwer Health),2017-05-23
10.1056/nejmoa1415463,bronze,green,"0028-4793,1533-4406",New England Journal of Medicine,Massachusetts Medical Society,2015-12-03
10.1186/s12877-018-0814-3,gold,gold,1471-2318,BMC Geriatrics,Springer Science and Business Media LLC,2018-06-04
10.1186/s13613-019-0594-8,gold,gold,2110-5820,Annals of Intensive Care,Springer Science and Business Media LLC,2019-10-16
10.1111/jth.13962,bronze,bronze,"1538-7933,1538-7836",Journal of Thrombosis and Haemostasis,Wiley,2018-02-28
10.1097/md.0000000000006355,gold,gold,0025-7974,Medicine,Ovid Technologies (Wolters Kluwer Health),2017-03-01
10.1111/bjd.16048,closed,closed,0007-0963,British Journal of Dermatology,Wiley,2018-01-15
10.1186/cc14575,gold,gold,1364-8535,Critical Care,Springer Science and Business Media LLC,2015-01-01
10.1097/lgt.0000000000000177,closed,closed,1089-2591,Journal of Lower Genital Tract Disease,Ovid Technologies (Wolters Kluwer Health),2016-04-01
10.3389/fpsyg.2019.02425,gold,gold,1664-1078,Frontiers in Psychology,Frontiers Media SA,2019-10-29
10.1016/j.ygyno.2015.02.009,closed,closed,0090-8258,Gynecologic Oncology,Elsevier BV,2015-05-01
10.1186/1471-2407-14-635,gold,gold,1471-2407,BMC Cancer,Springer Science and Business Media LLC,2014-08-30
10.1073/pnas.1920147117,bronze,green,"0027-8424,1091-6490",Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,2020-05-08
10.1159/000496056,closed,closed,"0033-3190,1423-0348",Psychotherapy and Psychosomatics,S. Karger AG,2019-01-01
10.1038/s41386-018-0063-3,bronze,green,"0893-133X,1740-634X",Neuropsychopharmacology,Springer Science and Business Media LLC,2018-04-12
10.1016/j.biopsych.2017.04.015,closed,closed,0006-3223,Biological Psychiatry,Elsevier BV,2017-12-01
10.1002/hbm.23294,green,green,1065-9471,Human Brain Mapping,Wiley,2016-10-06
10.1186/s12968-018-0455-x,gold,gold,1532-429X,Journal of Cardiovascular Magnetic Resonance,Springer Science and Business Media LLC,2018-06-18
10.1093/scan/nsu147,hybrid,hybrid,"1749-5024,1749-5016",Social Cognitive and Affective Neuroscience,Oxford University Press (OUP),2014-12-10
10.1007/s00467-016-3553-8,closed,closed,"0931-041X,1432-198X",Pediatric Nephrology,Springer Science and Business Media LLC,2016-12-06
10.1007/s00432-016-2161-0,closed,closed,"0171-5216,1432-1335",Journal of Cancer Research and Clinical Oncology,Springer Science and Business Media LLC,2016-04-21
10.1097/iae.0000000000002311,closed,closed,0275-004X,Retina,Ovid Technologies (Wolters Kluwer Health),2019-12-01
10.1016/j.jacc.2016.03.591,bronze,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2016-06-01
10.1016/j.jacc.2015.10.003,bronze,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2015-12-01
10.1016/s0140-6736(18)31791-4,green,green,0140-6736,The Lancet,Elsevier BV,2019-02-01
10.1017/s0033291714002244,closed,closed,"0033-2917,1469-8978",Psychological Medicine,Cambridge University Press (CUP),2014-11-25
10.1186/s12931-019-1000-7,gold,gold,1465-993X,Respiratory Research,Springer Science and Business Media LLC,2019-02-18
10.1016/j.cgh.2019.07.055,green,green,1542-3565,Clinical Gastroenterology and Hepatology,Elsevier BV,2020-04-01
10.3390/nu10050551,gold,gold,2072-6643,Nutrients,MDPI AG,2018-04-29
10.3390/nu11102319,gold,gold,2072-6643,Nutrients,MDPI AG,2019-09-30
10.1038/s41430-018-0371-z,closed,closed,"0954-3007,1476-5640",European Journal of Clinical Nutrition,Springer Science and Business Media LLC,2018-12-11
10.1097/eja.0000000000000929,closed,closed,0265-0215,European Journal of Anaesthesiology,Ovid Technologies (Wolters Kluwer Health),2019-04-01
10.1016/j.resuscitation.2019.09.020,closed,closed,0300-9572,Resuscitation,Elsevier BV,2019-11-01
10.1016/j.amjcard.2018.07.039,closed,closed,0002-9149,The American Journal of Cardiology,Elsevier BV,2018-11-01
10.1111/iwj.12883,green,green,1742-4801,International Wound Journal,Wiley,2017-12-26
10.5664/jcsm.7666,green,green,"1550-9389,1550-9397",Journal of Clinical Sleep Medicine,American Academy of Sleep Medicine (AASM),2019-03-15
10.1016/j.trci.2018.10.002,gold,gold,"2352-8737,2352-8737",Alzheimer's &amp; Dementia: Translational Research &amp; Clinical Interventions,Wiley,2018-01-01
10.1523/jneurosci.0079-17.2017,bronze,green,"0270-6474,1529-2401",The Journal of Neuroscience,Society for Neuroscience,2017-03-17
10.1016/j.cortex.2018.09.014,green,green,0010-9452,Cortex,Elsevier BV,2018-12-01
10.1016/j.ctim.2019.102243,closed,closed,0965-2299,Complementary Therapies in Medicine,Elsevier BV,2020-01-01
10.1111/cen.13447,hybrid,hybrid,0300-0664,Clinical Endocrinology,Wiley,2017-09-07
10.17169/refubium-13320,NA,NA,NA,NA,NA,NA
10.1111/bjd.18469,hybrid,hybrid,"0007-0963,1365-2133",British Journal of Dermatology,Wiley,2019-11-08
10.1186/s12891-016-1208-3,gold,gold,1471-2474,BMC Musculoskeletal Disorders,Springer Science and Business Media LLC,2016-08-18
10.1007/s00406-018-0941-z,closed,closed,"0940-1334,1433-8491",European Archives of Psychiatry and Clinical Neuroscience,Springer Science and Business Media LLC,2018-09-08
10.1016/j.jaad.2019.02.044,hybrid,hybrid,0190-9622,Journal of the American Academy of Dermatology,Elsevier BV,2019-06-01
10.1016/j.ijnurstu.2016.10.010,closed,closed,0020-7489,International Journal of Nursing Studies,Elsevier BV,2017-01-01
10.1016/j.jpsychires.2016.08.005,closed,closed,0022-3956,Journal of Psychiatric Research,Elsevier BV,2016-12-01
10.1017/s0033291716001379,green,green,"0033-2917,1469-8978",Psychological Medicine,Cambridge University Press (CUP),2016-06-23
10.3389/fnins.2019.00147,gold,gold,1662-453X,Frontiers in Neuroscience,Frontiers Media SA,2019-03-11
10.1016/s0140-6736(20)30167-7,green,green,0140-6736,The Lancet,Elsevier BV,2020-05-01
10.1186/s12871-019-0828-1,gold,gold,1471-2253,BMC Anesthesiology,Springer Science and Business Media LLC,2019-08-22
10.1186/s13104-019-4268-2,gold,gold,1756-0500,BMC Research Notes,Springer Science and Business Media LLC,2019-04-25
10.1111/aogs.13213,closed,closed,0001-6349,Acta Obstetricia et Gynecologica Scandinavica,Wiley,2017-09-21
10.1007/s00280-018-3734-1,closed,closed,"0344-5704,1432-0843",Cancer Chemotherapy and Pharmacology,Springer Science and Business Media LLC,2018-12-08
10.1186/s13613-016-0167-z,gold,gold,2110-5820,Annals of Intensive Care,Springer Science and Business Media LLC,2016-07-21
10.1016/j.nut.2017.08.004,closed,closed,0899-9007,Nutrition,Elsevier BV,2018-02-01
10.1007/s00167-017-4622-7,closed,closed,"0942-2056,1433-7347","Knee Surgery, Sports Traumatology, Arthroscopy",Springer Science and Business Media LLC,2017-06-27
10.1186/s12885-016-2884-y,gold,gold,1471-2407,BMC Cancer,Springer Science and Business Media LLC,2016-11-04
10.1016/j.ijnurstu.2017.02.006,closed,closed,0020-7489,International Journal of Nursing Studies,Elsevier BV,2017-05-01
10.1111/all.13494,closed,closed,"0105-4538,1398-9995",Allergy,Wiley,2018-07-17
10.1016/j.jaci.2017.01.042,bronze,bronze,0091-6749,Journal of Allergy and Clinical Immunology,Elsevier BV,2017-09-01
10.1038/npp.2016.170,bronze,green,"0893-133X,1740-634X",Neuropsychopharmacology,Springer Science and Business Media LLC,2016-08-24
10.3389/fnagi.2016.00061,gold,gold,1663-4365,Frontiers in Aging Neuroscience,Frontiers Media SA,2016-03-22
